image_path,text
training_imgs/8319395838391234201.png,a close up photo of urticaria skin condition on torso on brown skin
training_imgs/5080787448935373443.png,a at distance photo of urticaria skin condition on torso on fair skin
training_imgs/-6794302539622686927.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/-3226347482816131449.png,a at distance photo of urticaria skin condition on torso on white skin
training_imgs/1851736223985307611.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/9174777259557508779.png,a at distance photo of urticaria skin condition on arms on brown skin
training_imgs/-618317689357141248.png,a at an angle photo of urticaria skin condition on arms on fair skin
training_imgs/-2626461613356440527.png,a close up photo of urticaria skin condition on arms on fair skin
training_imgs/3268414439129063224.png,a at an angle photo of urticaria skin condition on back on fair skin
training_imgs/-6345510726872426467.png,a at distance photo of urticaria skin condition on arms on fair skin
training_imgs/-4844217374961134554.png,a close up photo of urticaria skin condition on legs on white skin
training_imgs/9078489816104938811.png,a at distance photo of urticaria skin condition on arms on white skin
training_imgs/-7929111754093486633.png,a close up photo of urticaria skin condition on arms on white skin
training_imgs/-3982407291216078553.png,a close up photo of urticaria skin condition on neck on brown skin
training_imgs/-8591174633182809752.png,a at an angle photo of urticaria skin condition on arms on fair skin
training_imgs/-3253987854671575512.png,a at distance photo of urticaria skin condition on arms on white skin
training_imgs/-1611841910156196691.png,a close up photo of urticaria skin condition on arms on fair skin
training_imgs/7961636674097123817.png,a close up photo of herpes zoster skin condition on back on white skin
training_imgs/-3182873874969876061.png,a close up photo of herpes zoster skin condition on back on white skin
training_imgs/-5011842553178031540.png,a close up photo of herpes zoster skin condition on torso on white skin
training_imgs/9087095147158898324.png,a at an angle photo of herpes zoster skin condition on back on brown skin
training_imgs/-7215255004411306757.png,a close up photo of herpes zoster skin condition on torso on fair skin
training_imgs/-4979698271282765235.png,a at an angle photo of herpes zoster skin condition on torso on white skin
training_imgs/1724692510227496189.png,a at distance photo of herpes zoster skin condition on back on brown skin
training_imgs/-4301458951206903212.png,a at an angle photo of herpes zoster skin condition on torso on white skin
training_imgs/-8800789120959035521.png,a close up photo of herpes zoster skin condition on torso on fair skin
training_imgs/-6878207016460713684.png,a close up photo of herpes zoster skin condition on face on white skin
training_imgs/775781821009173730.png,a close up photo of herpes zoster skin condition on neck on brown skin
training_imgs/7769103851886282794.png,a close up photo of herpes zoster skin condition on white skin
training_imgs/-462237570782945045.png,a close up photo of herpes zoster skin condition on arms on fair skin
training_imgs/-6022672812683401011.png,a at an angle photo of herpes zoster skin condition on torso on fair skin
training_imgs/-8214015813881644905.png,a at distance photo of herpes zoster skin condition on back on white skin
training_imgs/8317931907189984735.png,a close up photo of herpes zoster skin condition on back on fair skin
training_imgs/-6130937840317318048.png,a close up photo of herpes zoster skin condition on torso on fair skin
training_imgs/-1851106847572018342.png,a close up photo of herpes zoster skin condition on back on brown skin
training_imgs/1960148010488152086.png,a close up photo of herpes zoster skin condition on white skin
training_imgs/3643717213370026737.png,a at distance photo of herpes zoster skin condition on white skin
training_imgs/6686855756150604361.png,a at distance photo of herpes zoster skin condition on torso on white skin
training_imgs/160436097964995580.png,a close up photo of herpes zoster skin condition on torso on brown skin
training_imgs/-4410526146148453614.png,a close up photo of herpes zoster skin condition on fair skin
training_imgs/4366154978585266568.png,a close up photo of herpes zoster skin condition on fair skin
training_imgs/1651006647637522070.png,a close up photo of herpes zoster skin condition on back on fair skin
training_imgs/-7814656793961638329.png,a close up photo of herpes zoster skin condition on back on brown skin
training_imgs/5092072349779526314.png,a close up photo of folliculitis skin condition on legs on fair skin
training_imgs/2332669576438744871.png,a at an angle photo of folliculitis skin condition on back on brown skin
training_imgs/8953015289412905592.png,a close up photo of folliculitis skin condition on white skin
training_imgs/5932207891466934177.png,a close up photo of folliculitis skin condition on neck on brown skin
training_imgs/4418925407835564825.png,a at an angle photo of folliculitis skin condition on legs on white skin
training_imgs/-1706950757168903345.png,a at an angle photo of folliculitis skin condition on neck on brown skin
training_imgs/-9083783061425600360.png,a close up photo of folliculitis skin condition on legs on fair skin
training_imgs/-926532300017414757.png,a close up photo of folliculitis skin condition on back on fair skin
training_imgs/8398658738836518286.png,a close up photo of folliculitis skin condition on fair skin
training_imgs/-2805054034077058173.png,a close up photo of folliculitis skin condition on brown skin
training_imgs/1603224747391777244.png,a at distance photo of folliculitis skin condition on neck on fair skin
training_imgs/-1624415441092446149.png,a at an angle photo of folliculitis skin condition on fair skin
training_imgs/-5844628081699285197.png,a at an angle photo of folliculitis skin condition on fair skin
training_imgs/-8696744820413574401.png,a at distance photo of folliculitis skin condition on legs on brown skin
training_imgs/-6112700142679995455.png,a close up photo of folliculitis skin condition on hands on brown skin
training_imgs/-6267939346252962600.png,a at distance photo of folliculitis skin condition on legs on fair skin
training_imgs/6292696424741890887.png,a close up photo of folliculitis skin condition on legs on fair skin
training_imgs/5782906621323618567.png,a at distance photo of folliculitis skin condition on legs on fair skin
training_imgs/-2183262704807807048.png,a close up photo of folliculitis skin condition on neck on fair skin
training_imgs/-3232676345267998411.png,a close up photo of folliculitis skin condition on torso on brown skin
training_imgs/-4174491605367355580.png,a close up photo of folliculitis skin condition on white skin
training_imgs/3768000086218908353.png,a close up photo of folliculitis skin condition on legs on fair skin
training_imgs/2345398137409505013.png,a at an angle photo of folliculitis skin condition on white skin
training_imgs/5397545970881234398.png,a close up photo of folliculitis skin condition on neck on fair skin
training_imgs/3116486262777899251.png,a at distance photo of folliculitis skin condition on legs on white skin
training_imgs/-2160150570103980686.png,a close up photo of folliculitis skin condition on white skin
training_imgs/7656458232116458862.png,a at an angle photo of folliculitis skin condition on legs on fair skin
training_imgs/-8484522439451719694.png,a close up photo of folliculitis skin condition on white skin
training_imgs/1088819642810705043.png,a close up photo of folliculitis skin condition on arms on white skin
training_imgs/-1096173923758281940.png,a close up photo of folliculitis skin condition on legs on fair skin
training_imgs/-2845520797762628017.png,a close up photo of folliculitis skin condition on back on brown skin
training_imgs/6040966471554410144.png,a at an angle photo of folliculitis skin condition on legs on brown skin
training_imgs/8894388069855097864.png,a at distance photo of folliculitis skin condition on legs on fair skin
training_imgs/2861479942276825836.png,a at distance photo of folliculitis skin condition on legs on fair skin
training_imgs/1343985150496825534.png,a close up photo of folliculitis skin condition on brown skin
training_imgs/8566741698855191136.png,a at distance photo of folliculitis skin condition on brown skin
training_imgs/383418029847586202.png,a close up photo of folliculitis skin condition on brown skin
training_imgs/6698561070990105178.png,a close up photo of folliculitis skin condition on brown skin
training_imgs/2432074176479085493.png,a close up photo of folliculitis skin condition on white skin
training_imgs/1633175637881662694.png,a at an angle photo of folliculitis skin condition on neck on fair skin
training_imgs/-3334185101988508211.png,a close up photo of folliculitis skin condition on fair skin
training_imgs/-487619432479533708.png,a at distance photo of folliculitis skin condition on legs on fair skin
training_imgs/7980844269689605309.png,a close up photo of folliculitis skin condition on fair skin
